,home_team,away_team,home_goals_x,away_goals_x,date_x,round,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,season,Expected Goals (xG)_home,Expected Goals (xG)_away,Clearances Completed_home,Clearances Completed_away,home_goals_y,away_goals_y,date_y,referee,stadium,capacity,attendance,stadium name,stadium city,Stadium,Club,Location,Opened,Closed,Capacity,Pitch length m,Pitch width m,latitude,longitude,longitude_decimal,latitude_decimal,transformed_date,weather_temperature_[C],weather_precipitation_[mm],weather_wind_[km/h],weather_humidity_[%],weather_cloud_cover_[%],sum_of_goals
246,Watford,Chelsea,1,2,01.12.2021 20:30,14,50,50,13,8,6,4,3,3,4,1,21,21,6,0,3,5,35,18,2,5,18,16,4,3,399,422,269,284,10,12,164,93,73,17,0,0,21-22,-1.0,-1.0,0,0,1,2,01.12.2021 20:30,Coote D. (Eng),Vicarage Road (Watford),22 200,20 388,Vicarage Road,Watford,Vicarage Road,Watford,Watford,1922,,22200,105.0,68.0,51°39′00″N,000°24′06″W,-0.4016666666666666,51.65,2021-12-01T20:30,4.2,0.0,22.0,83,12,3
247,West Ham,Brighton,1,1,01.12.2021 20:30,14,34,66,14,9,6,3,6,4,2,2,8,11,9,5,1,0,23,17,2,5,10,8,1,1,271,540,197,462,13,19,78,121,54,49,0,0,21-22,-1.0,-1.0,0,0,1,1,01.12.2021 20:30,Kavanagh C. (Eng),London Stadium (London),62 500,59 626,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2021-12-01T20:30,4.8,0.0,21.7,84,10,2
248,Wolves,Burnley,0,0,01.12.2021 20:30,14,65,35,16,6,2,1,9,3,5,2,10,6,5,5,1,3,24,14,1,2,5,7,2,3,589,306,470,202,14,19,147,97,85,47,0,0,21-22,-1.0,-1.0,0,0,0,0,01.12.2021 20:30,Brooks J. (Eng),Molineux Stadium (Wolverhampton),31 750,30 328,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2021-12-01T20:30,2.3,0.0,18.0,86,1,0
249,Leeds,Crystal Palace,1,0,30.11.2021 21:15,14,62,38,15,9,3,1,3,4,9,4,13,13,7,4,2,0,13,21,1,2,15,15,5,3,474,286,378,199,23,21,119,74,47,43,0,0,21-22,-1.0,-1.0,0,0,1,0,30.11.2021 21:15,Friend K. (Eng),Elland Road (Leeds),37 792,35 558,Elland Road,Leeds,Elland Road,Leeds,Leeds,1897,,37608,105.0,68.0,53°46′40″N,001°34′20″W,-1.5722222222222222,53.77777777777778,2021-11-30T21:15,9.1,0.5,20.0,87,100,1
250,Newcastle,Norwich,1,1,30.11.2021 20:30,14,31,69,9,16,1,6,6,5,2,5,12,5,2,5,0,3,23,20,5,0,8,11,0,0,262,569,181,495,8,17,70,125,23,71,1,0,21-22,-1.0,-1.0,0,0,1,1,30.11.2021 20:30,Madley A. (Eng),St. James' Park (Newcastle),52 305,50 757,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2021-11-30T20:30,9.6,0.1,16.5,85,100,2
251,Chelsea,Manchester Utd,1,1,28.11.2021 17:30,13,66,34,24,3,6,2,10,1,8,0,14,15,15,2,2,1,17,17,1,5,13,14,2,5,586,318,500,235,16,21,120,81,88,26,0,0,21-22,-1.0,-1.0,0,0,1,1,28.11.2021 17:30,Taylor A. (Eng),Stamford Bridge (London),40 341,40 041,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2021-11-28T17:30,2.0,0.0,8.7,67,60,2
252,Brentford,Everton,1,0,28.11.2021 15:00,13,40,60,6,14,4,5,2,4,0,5,13,8,3,3,0,3,23,20,5,3,8,11,4,3,359,536,244,442,19,19,89,135,41,73,0,0,21-22,-1.0,-1.0,0,0,1,0,28.11.2021 15:00,England D. (Eng),Brentford Community Stadium (London),17 250,16 957,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2021-11-28T15:00,2.7,0.0,12.4,65,60,1
253,Leicester,Watford,4,2,28.11.2021 15:00,13,57,43,18,16,8,5,4,7,6,4,22,9,8,6,5,2,18,28,3,4,5,20,0,0,410,303,278,176,22,14,94,104,31,44,0,0,21-22,-1.0,-1.0,0,0,4,2,28.11.2021 15:00,Madley A. (Eng),King Power Stadium (Leicester),32 261,32 020,King Power Stadium,Leicester,King Power StadiumFormerly Walkers Stadium,Leicester,Leicester,2002,,32262,105.0,68.0,52°37′13″N,001°08′32″W,-1.1422222222222222,52.62027777777778,2021-11-28T15:00,1.1,0.6,11.5,81,100,6
254,Manchester City,West Ham,2,1,28.11.2021 15:00,13,69,31,19,5,9,3,6,1,4,1,11,12,8,4,4,4,13,10,2,7,7,6,2,0,728,330,643,254,15,16,119,78,69,44,0,0,21-22,-1.0,-1.0,0,0,2,1,28.11.2021 15:00,Oliver M. (Eng),Etihad Stadium (Manchester),55 097,52 571,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2021-11-28T15:00,0.4,0.2,2.9,84,100,3
255,Brighton,Leeds,0,0,27.11.2021 18:30,13,57,43,20,11,4,4,14,5,2,2,14,12,6,1,2,1,21,15,4,4,12,14,1,3,497,379,386,255,11,28,145,93,54,33,0,0,21-22,-1.0,-1.0,0,0,0,0,27.11.2021 18:30,Pawson C. (Eng),Amex Stadium (Brighton),31 876,31 166,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2021-11-27T18:30,3.5,0.1,42.0,72,100,0
256,Crystal Palace,Aston Villa,1,2,27.11.2021 16:00,13,63,37,8,10,3,3,4,5,1,2,8,10,7,3,1,0,28,11,1,2,12,10,3,3,577,340,490,264,20,24,126,75,71,27,0,0,21-22,-1.0,-1.0,0,0,1,2,27.11.2021 16:00,Salisbury M. (Eng),Selhurst Park (London),25 486,25 203,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2021-11-27T16:00,3.8,0.0,33.5,78,100,3
257,Liverpool,Southampton,4,0,27.11.2021 16:00,13,64,36,20,7,6,3,9,1,5,3,15,9,5,7,2,2,23,17,3,2,7,14,0,1,613,338,485,230,13,16,115,96,59,27,0,0,21-22,-1.0,-1.0,0,0,4,0,27.11.2021 16:00,Marriner A. (Eng),Anfield (Liverpool),61 276,53 040,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2021-11-27T16:00,2.8,0.0,32.9,54,4,4
258,Norwich,Wolves,0,0,27.11.2021 16:00,13,44,56,14,5,4,2,7,3,3,0,7,11,4,3,1,0,13,17,2,4,10,10,2,2,443,601,369,504,23,21,136,97,62,35,0,0,21-22,-1.0,-1.0,0,0,0,0,27.11.2021 16:00,Hooper S. (Eng),Carrow Road (Norwich),27 137,26 911,Carrow Road,Norwich,Carrow Road,Norwich,Norwich,1935,,27359,105.0,68.0,52°37′20″N,001°18′33″E,1.3091666666666668,52.62222222222222,2021-11-27T16:00,5.6,0.2,28.8,83,100,0
259,Arsenal,Newcastle,2,0,27.11.2021 13:30,13,66,34,24,9,6,5,12,2,6,2,13,6,4,4,0,3,15,5,5,4,6,12,1,3,646,328,560,258,14,13,143,50,71,29,0,0,21-22,-1.0,-1.0,0,0,2,0,27.11.2021 13:30,Attwell S. (Eng),Emirates Stadium (London),60 704,59 886,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2021-11-27T13:30,4.3,0.9,34.8,84,100,2
260,Tottenham,Leeds,2,1,21.11.2021 17:30,12,43,57,13,18,4,7,3,7,6,4,13,15,4,8,4,1,22,26,6,2,11,12,1,4,392,521,312,423,18,20,110,107,35,62,0,0,21-22,-1.0,-1.0,0,0,2,1,21.11.2021 17:30,Marriner A. (Eng),Tottenham Hotspur Stadium (London),62 850,58 989,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2021-11-21T17:30,5.7,0.0,22.1,75,19,3
261,Manchester City,Everton,3,0,21.11.2021 15:00,12,77,23,17,4,7,1,6,0,4,3,8,3,7,1,0,2,13,9,1,4,5,7,1,1,861,247,797,169,15,18,173,52,91,22,0,0,21-22,-1.0,-1.0,0,0,3,0,21.11.2021 15:00,Attwell S. (Eng),Etihad Stadium (Manchester),55 097,52 571,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2021-11-21T15:00,5.7,0.0,12.8,70,5,3
262,Liverpool,Arsenal,4,0,20.11.2021 18:30,12,63,37,19,5,9,3,3,0,7,2,20,18,6,1,2,8,17,17,3,5,15,12,2,0,639,384,558,287,14,18,127,76,52,24,0,0,21-22,-1.0,-1.0,0,0,4,0,20.11.2021 18:30,Oliver M. (Eng),Anfield (Liverpool),61 276,53 092,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2021-11-20T18:30,10.5,0.2,22.6,88,100,4
263,Aston Villa,Brighton,2,0,20.11.2021 16:00,12,37,63,9,6,5,2,1,0,3,4,13,8,5,6,1,0,20,21,2,3,7,13,3,3,352,608,287,535,16,16,71,122,48,48,0,0,21-22,-1.0,-1.0,0,0,2,0,20.11.2021 16:00,Taylor A. (Eng),Villa Park (Birmingham),42 789,41 925,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2021-11-20T16:00,9.3,0.0,10.2,78,28,2
264,Burnley,Crystal Palace,3,3,20.11.2021 16:00,12,40,60,15,18,9,8,4,6,2,4,15,15,3,6,1,0,20,22,5,6,14,15,2,3,311,488,210,390,15,6,103,91,35,43,0,0,21-22,-1.0,-1.0,0,0,3,3,20.11.2021 16:00,Hooper S. (Eng),Turf Moor (Burnley),22 546,18 028,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2021-11-20T16:00,10.2,0.7,21.7,95,100,6
265,Newcastle,Brentford,3,3,20.11.2021 16:00,12,52,48,23,10,9,4,9,4,5,2,14,15,8,2,0,2,32,23,2,6,13,11,2,2,354,335,247,219,13,21,101,84,60,31,0,0,21-22,-1.0,-1.0,0,0,3,3,20.11.2021 16:00,Jones R. (Eng),St. James' Park (Newcastle),52 305,52 131,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2021-11-20T16:00,11.0,0.0,18.7,80,70,6
266,Norwich,Southampton,2,1,20.11.2021 16:00,12,37,63,8,17,4,5,2,4,2,8,10,9,5,7,0,1,18,13,4,2,8,9,3,2,333,568,223,470,16,10,116,123,41,57,0,0,21-22,-1.0,-1.0,0,0,2,1,20.11.2021 16:00,Atkinson M. (Eng),Carrow Road (Norwich),27 137,26 885,Carrow Road,Norwich,Carrow Road,Norwich,Norwich,1935,,27359,105.0,68.0,52°37′20″N,001°18′33″E,1.3091666666666668,52.62222222222222,2021-11-20T16:00,10.1,0.0,12.6,81,37,3
267,Watford,Manchester Utd,4,1,20.11.2021 16:00,12,39,61,20,9,7,3,6,5,7,1,8,7,8,3,1,4,21,19,2,3,7,5,2,3,335,553,219,430,22,13,111,84,53,35,0,1,21-22,-1.0,-1.0,0,0,4,1,20.11.2021 16:00,Moss J. (Eng),Vicarage Road (Watford),22 200,21 000,Vicarage Road,Watford,Vicarage Road,Watford,Watford,1922,,22200,105.0,68.0,51°39′00″N,000°24′06″W,-0.4016666666666666,51.65,2021-11-20T16:00,9.8,0.0,6.5,81,90,5
268,Wolves,West Ham,1,0,20.11.2021 16:00,12,53,47,15,8,5,3,7,3,3,2,9,5,7,3,0,1,13,16,3,4,6,9,1,1,530,482,449,409,17,12,99,119,50,45,0,0,21-22,-1.0,-1.0,0,0,1,0,20.11.2021 16:00,Dean M. (Eng),Molineux Stadium (Wolverhampton),31 750,31 000,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2021-11-20T16:00,9.0,0.0,12.2,77,90,1
269,Leicester,Chelsea,0,3,20.11.2021 13:30,12,38,62,4,16,3,7,1,7,0,2,12,16,3,5,3,4,30,24,4,3,15,8,3,1,374,607,274,516,20,15,88,128,24,36,0,0,21-22,-1.0,-1.0,0,0,0,3,20.11.2021 13:30,Tierney P. (Eng),King Power Stadium (Leicester),32 261,32 192,King Power Stadium,Leicester,King Power StadiumFormerly Walkers Stadium,Leicester,Leicester,2002,,32262,105.0,68.0,52°37′13″N,001°08′32″W,-1.1422222222222222,52.62027777777778,2021-11-20T13:30,11.3,0.0,18.0,72,21,3
270,West Ham,Liverpool,3,2,07.11.2021 17:30,11,31,69,7,16,3,5,2,5,2,6,6,9,3,2,2,0,15,19,3,1,11,6,1,1,298,683,209,576,8,6,66,163,32,83,0,0,21-22,-1.0,-1.0,0,0,3,2,07.11.2021 17:30,Pawson C. (Eng),London Stadium (London),62 500,59 909,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2021-11-07T17:30,9.1,0.0,13.4,73,37,5
271,Arsenal,Watford,1,0,07.11.2021 15:00,11,61,39,14,7,6,1,6,2,2,4,17,8,4,2,3,3,16,23,1,5,6,19,4,4,488,316,409,228,22,15,109,93,59,42,0,1,21-22,-1.0,-1.0,0,0,1,0,07.11.2021 15:00,Friend K. (Eng),Emirates Stadium (London),60 704,59 833,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2021-11-07T15:00,11.4,0.0,18.5,62,51,1
272,Everton,Tottenham,0,0,07.11.2021 15:00,11,45,55,12,8,2,0,4,4,6,4,18,13,4,2,1,2,22,27,0,2,13,17,2,4,428,534,345,453,22,16,120,99,54,48,1,0,21-22,-1.0,-1.0,0,0,0,0,07.11.2021 15:00,Kavanagh C. (Eng),Goodison Park (Liverpool),39 572,39 059,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2021-11-07T15:00,11.0,0.0,30.3,68,93,0
273,Leeds,Leicester,1,1,07.11.2021 15:00,11,56,44,18,9,5,3,9,6,4,0,6,12,10,5,1,2,24,11,2,4,12,5,1,1,431,356,333,253,12,33,114,74,68,40,0,0,21-22,-1.0,-1.0,0,0,1,1,07.11.2021 15:00,England D. (Eng),Elland Road (Leeds),37 792,36 478,Elland Road,Leeds,Elland Road,Leeds,Leeds,1897,,37608,105.0,68.0,53°46′40″N,001°34′20″W,-1.5722222222222222,53.77777777777778,2021-11-07T15:00,10.6,0.0,28.6,71,49,2
274,Brighton,Newcastle,1,1,06.11.2021 18:30,11,66,34,14,6,5,1,6,4,3,1,11,17,2,5,1,1,21,20,0,4,16,10,3,4,653,325,581,254,15,23,122,69,39,32,1,0,21-22,-1.0,-1.0,0,0,1,1,06.11.2021 18:30,Coote D. (Eng),Amex Stadium (Brighton),31 876,31 267,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2021-11-06T18:30,11.6,0.0,29.4,79,100,2
275,Brentford,Norwich,1,2,06.11.2021 16:00,11,64,36,19,9,7,5,5,3,7,1,16,13,6,2,2,3,29,16,3,6,12,13,2,3,559,313,420,210,19,16,158,84,75,35,0,0,21-22,-1.0,-1.0,0,0,1,2,06.11.2021 16:00,Gillett J. (Aus),Brentford Community Stadium (London),17 250,16 837,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2021-11-06T16:00,12.3,0.0,24.2,75,50,3
276,Chelsea,Burnley,1,1,06.11.2021 16:00,11,70,30,25,5,4,2,10,2,11,1,13,7,14,2,1,4,21,10,1,3,6,9,1,4,660,285,565,196,8,17,127,93,79,27,0,0,21-22,-1.0,-1.0,0,0,1,1,06.11.2021 16:00,Marriner A. (Eng),Stamford Bridge (London),40 341,39 798,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2021-11-06T16:00,12.3,0.0,26.1,76,34,2
277,Crystal Palace,Wolves,2,0,06.11.2021 16:00,11,60,40,13,4,6,2,5,2,2,0,15,16,4,6,1,1,30,16,2,4,14,13,2,1,547,360,445,264,28,32,131,95,56,39,0,0,21-22,-1.0,-1.0,0,0,2,0,06.11.2021 16:00,Scott G. (Eng),Selhurst Park (London),25 486,24 390,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2021-11-06T16:00,11.9,0.0,24.6,77,49,2
278,Manchester Utd,Manchester City,0,2,06.11.2021 13:30,11,33,67,5,16,1,5,3,7,1,4,14,14,1,9,4,1,14,10,3,1,9,12,1,2,400,832,322,753,18,12,78,176,22,85,0,0,21-22,-1.0,-1.0,0,0,0,2,06.11.2021 13:30,Oliver M. (Eng),Old Trafford (Manchester),75 635,73 086,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2021-11-06T13:30,12.8,0.1,25.6,75,100,2
279,Southampton,Aston Villa,1,0,05.11.2021 21:00,11,56,44,9,14,3,3,4,7,2,4,13,12,10,8,0,2,19,22,3,2,12,12,2,2,431,327,349,233,14,22,99,103,51,62,0,0,21-22,-1.0,-1.0,0,0,1,0,05.11.2021 21:00,Madley A. (Eng),St. Mary's Stadium (Southampton),32 384,30 178,St. Mary's Stadium,Southampton,St Mary's Stadium,Southampton,Southampton,2001,,32384,105.0,68.0,50°54′21″N,001°23′28″W,-1.3911111111111112,50.90583333333333,2021-11-05T21:00,7.7,0.0,8.3,96,84,1
280,Wolves,Everton,2,1,01.11.2021 21:00,10,62,38,10,14,4,5,3,5,3,4,8,10,4,3,1,2,19,19,4,2,10,8,1,1,617,373,524,281,15,26,143,125,48,43,0,0,21-22,-1.0,-1.0,0,0,2,1,01.11.2021 21:00,Atkinson M. (Eng),Molineux Stadium (Wolverhampton),31 750,30 617,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2021-11-01T21:00,5.0,0.0,10.1,93,60,3
281,Aston Villa,West Ham,1,4,31.10.2021 17:30,10,42,58,9,21,3,9,5,5,1,7,13,9,3,6,2,0,21,21,5,2,7,13,1,2,333,459,245,377,16,20,96,97,40,41,1,0,21-22,-1.0,-1.0,0,0,1,4,31.10.2021 17:30,Kavanagh C. (Eng),Villa Park (Birmingham),42 789,41 874,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2021-10-31T17:30,10.5,0.0,36.4,73,72,5
282,Norwich,Leeds,1,2,31.10.2021 15:00,10,48,52,14,13,3,6,6,2,5,5,23,13,5,0,0,0,24,24,4,2,14,23,1,4,310,345,204,251,17,21,106,78,45,35,0,0,21-22,-1.0,-1.0,0,0,1,2,31.10.2021 15:00,Taylor A. (Eng),Carrow Road (Norwich),27 137,26 913,Carrow Road,Norwich,Carrow Road,Norwich,Norwich,1935,,27359,105.0,68.0,52°37′20″N,001°18′33″E,1.3091666666666668,52.62222222222222,2021-10-31T15:00,12.6,0.0,25.6,73,4,3
283,Tottenham,Manchester Utd,0,3,30.10.2021 18:30,10,58,42,9,10,0,4,6,2,3,4,14,15,10,1,4,1,16,17,1,0,12,14,2,3,570,421,477,334,19,17,141,94,66,32,0,0,21-22,-1.0,-1.0,0,0,0,3,30.10.2021 18:30,Attwell S. (Eng),Tottenham Hotspur Stadium (London),62 850,60 356,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2021-10-30T18:30,10.8,0.0,14.3,79,4,3
284,Burnley,Brentford,3,1,30.10.2021 16:00,10,41,59,15,12,6,5,9,3,0,4,12,10,4,2,3,4,22,20,4,3,7,10,1,1,356,521,245,392,8,12,121,100,41,33,0,0,21-22,-1.0,-1.0,0,0,3,1,30.10.2021 16:00,Moss J. (Eng),Turf Moor (Burnley),22 546,18 181,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2021-10-30T16:00,9.1,0.1,15.3,85,16,4
285,Liverpool,Brighton,2,2,30.10.2021 16:00,10,58,42,14,9,3,6,5,2,6,1,8,8,5,3,1,5,20,19,4,1,8,5,2,2,641,464,552,361,10,20,127,95,55,46,0,0,21-22,-1.0,-1.0,0,0,2,2,30.10.2021 16:00,Dean M. (Eng),Anfield (Liverpool),61 276,52 000,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2021-10-30T16:00,10.7,0.0,9.7,72,31,4
286,Manchester City,Crystal Palace,0,2,30.10.2021 16:00,10,68,32,14,8,3,3,4,4,7,1,16,13,7,1,2,5,32,12,1,3,11,11,2,3,654,319,562,231,16,21,146,62,84,15,1,0,21-22,-1.0,-1.0,0,0,0,2,30.10.2021 16:00,Marriner A. (Eng),Etihad Stadium (Manchester),55 097,53 014,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2021-10-30T16:00,10.3,0.1,8.3,81,24,2
287,Newcastle,Chelsea,0,3,30.10.2021 16:00,10,21,79,6,19,1,6,2,6,3,7,16,13,0,2,1,4,11,15,3,1,14,12,3,2,198,773,121,687,10,12,60,153,21,93,0,0,21-22,-1.0,-1.0,0,0,0,3,30.10.2021 16:00,Tierney P. (Eng),St. James' Park (Newcastle),52 305,52 208,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2021-10-30T16:00,9.4,0.0,16.6,76,4,3
288,Watford,Southampton,0,1,30.10.2021 16:00,10,39,61,10,12,4,1,6,6,0,5,4,17,5,8,2,0,21,13,0,4,16,6,2,2,297,482,198,358,15,15,129,116,48,53,0,0,21-22,-1.0,-1.0,0,0,0,1,30.10.2021 16:00,Bankes P. (Eng),Vicarage Road (Watford),22 200,20 869,Vicarage Road,Watford,Vicarage Road,Watford,Watford,1922,,22200,105.0,68.0,51°39′00″N,000°24′06″W,-0.4016666666666666,51.65,2021-10-30T16:00,11.8,0.0,14.8,71,95,1
289,Leicester,Arsenal,0,2,30.10.2021 13:30,10,64,36,16,9,8,5,5,1,3,3,10,10,7,6,2,1,24,19,3,8,8,11,2,0,621,342,541,262,11,7,115,84,46,27,0,0,21-22,-1.0,-1.0,0,0,0,2,30.10.2021 13:30,Oliver M. (Eng),King Power Stadium (Leicester),32 261,32 209,King Power Stadium,Leicester,King Power StadiumFormerly Walkers Stadium,Leicester,Leicester,2002,,32262,105.0,68.0,52°37′13″N,001°08′32″W,-1.1422222222222222,52.62027777777778,2021-10-30T13:30,12.8,0.0,22.3,66,16,2
290,Manchester Utd,Liverpool,0,5,24.10.2021 17:30,9,37,63,12,19,4,8,6,5,2,6,9,17,6,3,7,0,12,10,3,4,10,8,6,0,409,731,334,652,5,11,78,147,34,40,1,0,21-22,-1.0,-1.0,0,0,0,5,24.10.2021 17:30,Taylor A. (Eng),Old Trafford (Manchester),75 635,73 088,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2021-10-24T17:30,12.4,0.0,18.1,88,38,5
291,Brentford,Leicester,1,2,24.10.2021 15:00,9,54,46,15,10,5,6,6,3,4,1,8,16,9,2,3,1,21,20,4,4,13,7,1,1,445,387,340,286,20,18,136,65,49,18,0,0,21-22,-1.0,-1.0,0,0,1,2,24.10.2021 15:00,Hooper S. (Eng),Brentford Community Stadium (London),17 250,16 814,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2021-10-24T15:00,14.1,0.0,19.8,72,100,3
292,West Ham,Tottenham,1,0,24.10.2021 15:00,9,38,62,13,7,4,4,5,2,4,1,3,12,2,4,1,0,21,20,4,3,11,4,2,1,369,637,287,535,23,15,93,131,46,39,0,0,21-22,-1.0,-1.0,0,0,1,0,24.10.2021 15:00,Tierney P. (Eng),London Stadium (London),62 500,60 000,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2021-10-24T15:00,14.4,0.0,18.5,68,100,1
293,Brighton,Manchester City,1,4,23.10.2021 18:30,9,48,52,10,23,5,14,4,3,1,6,5,11,7,6,2,1,17,18,10,4,10,6,2,3,501,566,413,478,16,7,74,117,52,43,0,0,21-22,-1.0,-1.0,0,0,1,4,23.10.2021 18:30,Friend K. (Eng),Amex Stadium (Brighton),31 876,31 215,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2021-10-23T18:30,12.9,0.0,18.6,65,100,5
